,Record ID,Registration Status,Subject,Course,Campus,Final Grade,Mid Term Grade,Department,Major,Academic Period,Class,Course Code,College,Withdrew No MT,Dropped no MT,Dropped no Fin
20838,20838,Registered,CMGT,17964,KC,,A,ARCH,OTH,Spring 2026,FR,CMGT 17964,Other,False,False,False
20839,20839,Registered,CMGT,17964,KC,,A-,ARCH,COMA,Spring 2026,FR,CMGT 17964,CAED,False,False,False
20840,20840,Registered,CMGT,17964,KC,,B,ARCH,COMA,Spring 2026,SO,CMGT 17964,CAED,False,False,False
20841,20841,Registered,CMGT,17964,KC,,C+,ARCH,COMA,Spring 2026,SO,CMGT 17964,CAED,False,False,False
20842,20842,Registered,CMGT,17964,KC,,B,ARCH,COMA,Spring 2026,FR,CMGT 17964,CAED,False,False,False
20843,20843,Registered,CMGT,19400,KC,A,A,ARCH,COMA,Spring 2023,SR,CMGT 19400,CAED,False,False,False
20844,20844,Registered,CMGT,19400,KC,B+,A,ARCH,COMA,Spring 2023,JR,CMGT 19400,CAED,False,False,False
20845,20845,Registered,CMGT,19400,KC,B+,B,ARCH,OTH,Spring 2023,JR,CMGT 19400,Other,False,False,False
20846,20846,Registered,CMGT,19400,KC,B+,A,ARCH,COMA,Spring 2023,SO,CMGT 19400,CAED,False,False,False
20847,20847,Registered,CMGT,19400,KC,B+,A,ARCH,COMA,Spring 2023,SO,CMGT 19400,CAED,False,False,False
20848,20848,Registered,CMGT,19400,KC,F,F,ARCH,COMA,Spring 2023,JR,CMGT 19400,CAED,False,False,False
20849,20849,Registered,CMGT,19400,KC,A-,B+,ARCH,OTH,Spring 2023,JR,CMGT 19400,Other,False,False,False
20850,20850,Registered,CMGT,19400,KC,A,A,ARCH,COMA,Spring 2023,SO,CMGT 19400,CAED,False,False,False
20851,20851,Registered,CMGT,19400,KC,A-,B+,ARCH,COMA,Spring 2023,SO,CMGT 19400,CAED,False,False,False
20852,20852,Registered,CMGT,19400,KC,A,A,ARCH,COMA,Spring 2023,JR,CMGT 19400,CAED,False,False,False
20853,20853,Registered,CMGT,19400,KC,B,,ARCH,COMA,Spring 2023,SR,CMGT 19400,CAED,False,False,False
20854,20854,Registered,CMGT,19400,KC,A,,ARCH,COMA,Spring 2023,SO,CMGT 19400,CAED,False,False,False
20855,20855,Registered,CMGT,19400,KC,C+,A,ARCH,COMA,Spring 2023,FR,CMGT 19400,CAED,False,False,False
20856,20856,Registered,CMGT,19400,KC,A,B,ARCH,COMA,Spring 2023,SR,CMGT 19400,CAED,False,False,False
20857,20857,Registered,CMGT,19400,KC,B-,F,ARCH,COMA,Spring 2023,FR,CMGT 19400,CAED,False,False,False
20858,20858,Registered,CMGT,19400,KC,B,A-,ARCH,ARCS,Spring 2023,SR,CMGT 19400,CAED,False,False,False
20859,20859,Registered,CMGT,19400,KC,B+,B,ARCH,COMA,Spring 2023,SR,CMGT 19400,CAED,False,False,False
20860,20860,Registered,CMGT,19400,KC,A-,B+,ARCH,COMA,Spring 2023,JR,CMGT 19400,CAED,False,False,False
20861,20861,Registered,CMGT,19400,KC,B,A-,ARCH,COMA,Spring 2023,SO,CMGT 19400,CAED,False,False,False
20862,20862,Registered,CMGT,19400,KC,A,,ARCH,COMA,Spring 2023,SO,CMGT 19400,CAED,False,False,False
20863,20863,Registered,CMGT,19400,KC,B,B-,ARCH,COMA,Spring 2023,SR,CMGT 19400,CAED,False,False,False
20864,20864,Registered,CMGT,19400,KC,C,B-,ARCH,COMA,Spring 2023,JR,CMGT 19400,CAED,False,False,False
20865,20865,Registered,CMGT,19400,KC,A-,A-,ARCH,COMA,Spring 2023,SO,CMGT 19400,CAED,False,False,False
20866,20866,Registered,CMGT,19400,KC,A,A,ARCH,COMA,Spring 2023,SR,CMGT 19400,CAED,False,False,False
20867,20867,Registered,CMGT,19400,KC,A-,A-,ARCH,COMA,Spring 2023,SO,CMGT 19400,CAED,False,False,False
20868,20868,Registered,CMGT,19400,KC,SF,F,ARCH,COMA,Spring 2023,SR,CMGT 19400,CAED,False,False,False
20869,20869,Registered,CMGT,19400,KC,B+,B,ARCH,COMA,Spring 2023,JR,CMGT 19400,CAED,False,False,False
20870,20870,Registered,CMGT,19400,KC,A,A,ARCH,COMA,Spring 2023,JR,CMGT 19400,CAED,False,False,False
20871,20871,Registered,CMGT,19400,KC,A,A,ARCH,COMA,Spring 2023,JR,CMGT 19400,CAED,False,False,False
20872,20872,Registered,CMGT,19400,KC,D+,C-,ARCH,COMA,Spring 2023,SO,CMGT 19400,CAED,False,False,False
20873,20873,Registered,CMGT,19400,KC,A,A,ARCH,COMA,Spring 2023,SO,CMGT 19400,CAED,False,False,False
20874,20874,Registered,CMGT,19400,KC,B+,B+,ARCH,COMA,Spring 2023,SR,CMGT 19400,CAED,False,False,False
20875,20875,Registered,CMGT,19400,KC,F,C,ARCH,COMA,Spring 2023,SO,CMGT 19400,CAED,False,False,False
20876,20876,Registered,CMGT,19400,KC,B-,B,ARCH,COMA,Spring 2023,SO,CMGT 19400,CAED,False,False,False
20877,20877,Registered,CMGT,19400,KC,D+,C,ARCH,ARCS,Spring 2023,JR,CMGT 19400,CAED,False,False,False
20878,20878,Registered,CMGT,19400,KC,A-,,ARCH,COMA,Spring 2023,JR,CMGT 19400,CAED,False,False,False
20879,20879,Registered,CMGT,19400,KC,A-,C+,ARCH,COMA,Spring 2023,GR,CMGT 19400,CAED,False,False,False
20880,20880,Registered,CMGT,19400,KC,A,A-,ARCH,COMA,Spring 2023,FR,CMGT 19400,CAED,False,False,False
20881,20881,Registered,CMGT,19400,KC,B,B,ARCH,COMA,Spring 2023,SO,CMGT 19400,CAED,False,False,False
20882,20882,Registered,CMGT,19400,KC,B+,A,ARCH,COMA,Spring 2023,SR,CMGT 19400,CAED,False,False,False
20883,20883,Registered,CMGT,19400,KC,A-,A-,ARCH,COMA,Spring 2023,SO,CMGT 19400,CAED,False,False,False
20884,20884,Registered,CMGT,19400,KC,A-,F,ARCH,OTH,Spring 2023,SO,CMGT 19400,Other,False,False,False
20885,20885,Registered,CMGT,19400,KC,B,B+,ARCH,COMA,Spring 2023,SO,CMGT 19400,CAED,False,False,False
20886,20886,Registered,CMGT,19400,KC,A,B+,ARCH,COMA,Spring 2023,FR,CMGT 19400,CAED,False,False,False
20887,20887,Registered,CMGT,19400,KC,SF,C,ARCH,COMA,Spring 2023,JR,CMGT 19400,CAED,False,False,False
20888,20888,Registered,CMGT,19400,KC,A,A,ARCH,COMA,Spring 2023,JR,CMGT 19400,CAED,False,False,False
20889,20889,Registered,CMGT,19400,KC,A,A,ARCH,COMA,Spring 2023,SR,CMGT 19400,CAED,False,False,False
20890,20890,Registered,CMGT,19400,KC,B,A,ARCH,COMA,Spring 2023,JR,CMGT 19400,CAED,False,False,False
20891,20891,Registered,CMGT,19400,KC,A,A,ARCH,COMA,Spring 2023,SR,CMGT 19400,CAED,False,False,False
20892,20892,Registered,CMGT,19400,KC,B+,C+,ARCH,COMA,Spring 2023,SO,CMGT 19400,CAED,False,False,False
20893,20893,Registered,CMGT,19400,KC,A,,ARCH,COMA,Spring 2023,SO,CMGT 19400,CAED,False,False,False
20894,20894,Registered,CMGT,19400,KC,A,A,ARCH,COMA,Spring 2023,SO,CMGT 19400,CAED,False,False,False
20895,20895,Stopped Attending - Failed,CMGT,19400,KC,W,W,ARCH,COMA,Spring 2023,JR,CMGT 19400,CAED,True,False,False
20896,20896,Stopped Attending - Failed,CMGT,19400,KC,W,W,ARCH,ARCS,Spring 2023,JR,CMGT 19400,CAED,True,False,False
20897,20897,Registered,CMGT,19400,KC,A,A,ARCH,COMA,Spring 2023,SR,CMGT 19400,CAED,False,False,False
20898,20898,Registered,CMGT,19400,KC,A-,B+,ARCH,COMA,Spring 2023,JR,CMGT 19400,CAED,False,False,False
20899,20899,Registered,CMGT,19400,KC,B,C+,ARCH,COMA,Spring 2023,SO,CMGT 19400,CAED,False,False,False
20900,20900,Registered,CMGT,19400,KC,A,A,ARCH,COMA,Spring 2023,JR,CMGT 19400,CAED,False,False,False
20901,20901,Registered,CMGT,19400,KC,B+,A,ARCH,COMA,Spring 2023,FR,CMGT 19400,CAED,False,False,False
20902,20902,Registered,CMGT,19400,KC,C,A,ARCH,COMA,Spring 2023,SO,CMGT 19400,CAED,False,False,False
20903,20903,Registered,CMGT,19400,KC,A-,A,ARCH,COMA,Spring 2023,SO,CMGT 19400,CAED,False,False,False
20904,20904,Registered,CMGT,19400,KC,B,A-,ARCH,COMA,Spring 2023,JR,CMGT 19400,CAED,False,False,False
20905,20905,Registered,CMGT,19400,KC,A,,ARCH,COMA,Spring 2023,JR,CMGT 19400,CAED,False,False,False
20906,20906,Registered,CMGT,19400,KC,A-,A-,ARCH,COMA,Spring 2023,SR,CMGT 19400,CAED,False,False,False
20907,20907,Registered,CMGT,19400,KC,B,A,ARCH,COMA,Spring 2023,SO,CMGT 19400,CAED,False,False,False
20908,20908,Registered,CMGT,19400,KC,A,A,ARCH,COMA,Spring 2023,SO,CMGT 19400,CAED,False,False,False
20909,20909,Registered,CMGT,19400,KC,B+,B-,ARCH,COMA,Spring 2023,JR,CMGT 19400,CAED,False,False,False
20910,20910,Registered,CMGT,19400,KC,A-,A,ARCH,COMA,Spring 2023,SO,CMGT 19400,CAED,False,False,False
20911,20911,Stopped Attending - Failed,CMGT,19400,KC,W,W,ARCH,COMA,Spring 2023,SO,CMGT 19400,CAED,True,False,False
20912,20912,Registered,CMGT,19400,KC,B+,C+,ARCH,COMA,Spring 2023,SR,CMGT 19400,CAED,False,False,False
20913,20913,Stopped Attending - Failed,CMGT,19400,KC,W,W,ARCH,COMA,Spring 2023,SO,CMGT 19400,CAED,True,False,False
20914,20914,Registered,CMGT,19400,KC,A,A,ARCH,COMA,Spring 2023,SO,CMGT 19400,CAED,False,False,False
20915,20915,Registered,CMGT,19400,KC,A,F,ARCH,COMA,Spring 2023,FR,CMGT 19400,CAED,False,False,False
20916,20916,Registered,CMGT,19400,KC,A,A,ARCH,COMA,Spring 2023,SR,CMGT 19400,CAED,False,False,False
20917,20917,Registered,CMGT,19400,KC,B+,B,ARCH,OTH,Spring 2023,SO,CMGT 19400,Other,False,False,False
20918,20918,Registered,CMGT,19400,KC,A,A-,ARCH,COMA,Spring 2023,FR,CMGT 19400,CAED,False,False,False
20919,20919,Registered,CMGT,19400,KC,A,A,ARCH,COMA,Spring 2023,SO,CMGT 19400,CAED,False,False,False
20920,20920,Registered,CMGT,19400,KC,B-,B,ARCH,COMA,Spring 2023,JR,CMGT 19400,CAED,False,False,False
20921,20921,Registered,CMGT,19400,KC,B,B-,ARCH,COMA,Spring 2023,SO,CMGT 19400,CAED,False,False,False
20922,20922,Registered,CMGT,19400,KC,A-,A,ARCH,COMA,Spring 2023,SR,CMGT 19400,CAED,False,False,False
20923,20923,Registered,CMGT,19400,KC,B-,B,ARCH,COMA,Spring 2024,SO,CMGT 19400,CAED,False,False,False
20924,20924,Registered,CMGT,19400,KC,B,B,ARCH,COMA,Spring 2024,SO,CMGT 19400,CAED,False,False,False
20925,20925,Registered,CMGT,19400,KC,C+,C-,ARCH,ARCH,Spring 2024,SO,CMGT 19400,CAED,False,False,False
20926,20926,Registered,CMGT,19400,KC,C,B-,ARCH,COMA,Spring 2024,JR,CMGT 19400,CAED,False,False,False
20927,20927,Registered,CMGT,19400,KC,F,A,ARCH,COMA,Spring 2024,JR,CMGT 19400,CAED,False,False,False
20928,20928,Registered,CMGT,19400,KC,A,A,ARCH,COMA,Spring 2024,SO,CMGT 19400,CAED,False,False,False
20929,20929,Registered,CMGT,19400,KC,B-,,ARCH,COMA,Spring 2024,FR,CMGT 19400,CAED,False,False,False
20930,20930,Registered,CMGT,19400,KC,A,B+,ARCH,ARCS,Spring 2024,SR,CMGT 19400,CAED,False,False,False
20931,20931,Registered,CMGT,19400,KC,B,A,ARCH,COMA,Spring 2024,JR,CMGT 19400,CAED,False,False,False
20932,20932,Registered,CMGT,19400,KC,A,A,ARCH,COMA,Spring 2024,SO,CMGT 19400,CAED,False,False,False
20933,20933,Registered,CMGT,19400,KC,A-,B,ARCH,COMA,Spring 2024,SO,CMGT 19400,CAED,False,False,False
20934,20934,Registered,CMGT,19400,KC,A,A,ARCH,COMA,Spring 2024,JR,CMGT 19400,CAED,False,False,False
20935,20935,Registered,CMGT,19400,KC,C+,A,ARCH,COMA,Spring 2024,SR,CMGT 19400,CAED,False,False,False
20936,20936,Registered,CMGT,19400,KC,A,A,ARCH,COMA,Spring 2024,JR,CMGT 19400,CAED,False,False,False
20937,20937,Registered,CMGT,19400,KC,B,B-,ARCH,COMA,Spring 2024,SO,CMGT 19400,CAED,False,False,False
20938,20938,Registered,CMGT,19400,KC,A-,A,ARCH,COMA,Spring 2024,SO,CMGT 19400,CAED,False,False,False
20939,20939,Registered,CMGT,19400,KC,A,A,ARCH,COMA,Spring 2024,JR,CMGT 19400,CAED,False,False,False
20940,20940,Registered,CMGT,19400,KC,D+,F,ARCH,COMA,Spring 2024,SR,CMGT 19400,CAED,False,False,False
20941,20941,Registered,CMGT,19400,KC,A,,ARCH,COMA,Spring 2024,SO,CMGT 19400,CAED,False,False,False
20942,20942,Registered,CMGT,19400,KC,A,A,ARCH,COMA,Spring 2024,SO,CMGT 19400,CAED,False,False,False
20943,20943,Registered,CMGT,19400,KC,C,A-,ARCH,COMA,Spring 2024,FR,CMGT 19400,CAED,False,False,False
20944,20944,Registered,CMGT,19400,KC,C+,D+,ARCH,COMA,Spring 2024,JR,CMGT 19400,CAED,False,False,False
20945,20945,Registered,CMGT,19400,KC,A,A-,ARCH,OTH,Spring 2024,SR,CMGT 19400,Other,False,False,False
20946,20946,Registered,CMGT,19400,KC,A-,B,ARCH,COMA,Spring 2024,SO,CMGT 19400,CAED,False,False,False
20947,20947,Registered,CMGT,19400,KC,A,A,ARCH,COMA,Spring 2024,FR,CMGT 19400,CAED,False,False,False
20948,20948,Registered,CMGT,19400,KC,A,A,ARCH,COMA,Spring 2024,JR,CMGT 19400,CAED,False,False,False
20949,20949,Registered,CMGT,19400,KC,B,A,ARCH,COMA,Spring 2024,SO,CMGT 19400,CAED,False,False,False
20950,20950,Registered,CMGT,19400,KC,C,B,ARCH,COMA,Spring 2024,JR,CMGT 19400,CAED,False,False,False
20951,20951,Registered,CMGT,19400,KC,A,A,ARCH,COMA,Spring 2024,SO,CMGT 19400,CAED,False,False,False
20952,20952,Registered,CMGT,19400,KC,A,B,ARCH,COMA,Spring 2024,SO,CMGT 19400,CAED,False,False,False
20953,20953,Registered,CMGT,19400,KC,B+,B+,ARCH,COMA,Spring 2024,SR,CMGT 19400,CAED,False,False,False
20954,20954,Registered,CMGT,19400,KC,D+,B-,ARCH,COMA,Spring 2024,JR,CMGT 19400,CAED,False,False,False
20955,20955,Registered,CMGT,19400,KC,B,C+,ARCH,ARCS,Spring 2024,SO,CMGT 19400,CAED,False,False,False
20956,20956,Registered,CMGT,19400,KC,A-,B+,ARCH,COMA,Spring 2024,SO,CMGT 19400,CAED,False,False,False
20957,20957,Registered,CMGT,19400,KC,A-,A,ARCH,COMA,Spring 2024,JR,CMGT 19400,CAED,False,False,False
20958,20958,Registered,CMGT,19400,KC,B-,B,ARCH,COMA,Spring 2024,SO,CMGT 19400,CAED,False,False,False
20959,20959,Registered,CMGT,19400,KC,A-,A-,ARCH,COMA,Spring 2024,SR,CMGT 19400,CAED,False,False,False
20960,20960,Std Dropped,CMGT,19400,KC,DR,DR,ARCH,COMA,Spring 2024,JR,CMGT 19400,CAED,False,True,True
20961,20961,Registered,CMGT,19400,KC,B-,B,ARCH,COMA,Spring 2024,FR,CMGT 19400,CAED,False,False,False
20962,20962,Registered,CMGT,19400,KC,D,C-,ARCH,COMA,Spring 2024,JR,CMGT 19400,CAED,False,False,False
20963,20963,Registered,CMGT,19400,KC,A,A,ARCH,COMA,Spring 2024,SO,CMGT 19400,CAED,False,False,False
20964,20964,Registered,CMGT,19400,KC,A,,ARCH,COMA,Spring 2024,SO,CMGT 19400,CAED,False,False,False
20965,20965,Registered,CMGT,19400,KC,A-,A-,ARCH,COMA,Spring 2024,JR,CMGT 19400,CAED,False,False,False
20966,20966,Registered,CMGT,19400,KC,B,A,ARCH,COMA,Spring 2024,SO,CMGT 19400,CAED,False,False,False
20967,20967,Registered,CMGT,19400,KC,A-,B+,ARCH,COMA,Spring 2024,FR,CMGT 19400,CAED,False,False,False
20968,20968,Registered,CMGT,19400,KC,,B-,ARCH,COMA,Spring 2024,SO,CMGT 19400,CAED,False,False,False
20969,20969,Registered,CMGT,19400,KC,B+,A,ARCH,COMA,Spring 2024,SR,CMGT 19400,CAED,False,False,False
20970,20970,Registered,CMGT,19400,KC,A-,A,ARCH,COMA,Spring 2024,SR,CMGT 19400,CAED,False,False,False
20971,20971,Registered,CMGT,19400,KC,B,B-,ARCH,COMA,Spring 2024,SO,CMGT 19400,CAED,False,False,False
20972,20972,Registered,CMGT,19400,KC,F,F,ARCH,COMA,Spring 2024,SO,CMGT 19400,CAED,False,False,False
20973,20973,Registered,CMGT,19400,KC,C,C,ARCH,COMA,Spring 2024,SO,CMGT 19400,CAED,False,False,False
20974,20974,Registered,CMGT,19400,KC,A,A,ARCH,ARCS,Spring 2024,SR,CMGT 19400,CAED,False,False,False
20975,20975,Registered,CMGT,19400,KC,C,A,ARCH,COMA,Spring 2024,SO,CMGT 19400,CAED,False,False,False
20976,20976,Registered,CMGT,19400,KC,B,A,ARCH,COMA,Spring 2024,SO,CMGT 19400,CAED,False,False,False
20977,20977,Registered,CMGT,19400,KC,B,B,ARCH,COMA,Spring 2024,SO,CMGT 19400,CAED,False,False,False
20978,20978,Registered,CMGT,19400,KC,B,B+,ARCH,ARCS,Spring 2024,SR,CMGT 19400,CAED,False,False,False
20979,20979,Registered,CMGT,19400,KC,B,B,ARCH,COMA,Spring 2024,JR,CMGT 19400,CAED,False,False,False
20980,20980,Registered,CMGT,19400,KC,A-,A,ARCH,COMA,Spring 2024,FR,CMGT 19400,CAED,False,False,False
20981,20981,Registered,CMGT,19400,KC,D+,,ARCH,COMA,Spring 2024,SO,CMGT 19400,CAED,False,False,False
20982,20982,Registered,CMGT,19400,KC,A,A,ARCH,COMA,Spring 2024,SO,CMGT 19400,CAED,False,False,False
20983,20983,Stopped Attending - Failed,CMGT,19400,KC,W,W,ARCH,COMA,Spring 2024,JR,CMGT 19400,CAED,True,False,False
20984,20984,Registered,CMGT,19400,KC,A,A,ARCH,COMA,Spring 2024,SR,CMGT 19400,CAED,False,False,False
20985,20985,Registered,CMGT,19400,KC,A-,B+,ARCH,COMA,Spring 2024,SO,CMGT 19400,CAED,False,False,False
20986,20986,Registered,CMGT,19400,KC,A-,A-,ARCH,COMA,Spring 2024,SR,CMGT 19400,CAED,False,False,False
20987,20987,Registered,CMGT,19400,KC,B,,ARCH,COMA,Spring 2024,JR,CMGT 19400,CAED,False,False,False
20988,20988,Registered,CMGT,19400,KC,B-,A-,ARCH,COMA,Spring 2024,SO,CMGT 19400,CAED,False,False,False
20989,20989,Registered,CMGT,19400,KC,B,A,ARCH,COMA,Spring 2024,SO,CMGT 19400,CAED,False,False,False
20990,20990,Registered,CMGT,19400,KC,C,C+,ARCH,COMA,Spring 2024,FR,CMGT 19400,CAED,False,False,False
20991,20991,Registered,CMGT,19400,KC,A,A,ARCH,COMA,Spring 2024,SO,CMGT 19400,CAED,False,False,False
20992,20992,Registered,CMGT,19400,KC,A,A,ARCH,COMA,Spring 2024,JR,CMGT 19400,CAED,False,False,False
20993,20993,Registered,CMGT,19400,KC,A,A,ARCH,COMA,Spring 2024,SO,CMGT 19400,CAED,False,False,False
20994,20994,Registered,CMGT,19400,KC,A,A-,ARCH,COMA,Spring 2024,SO,CMGT 19400,CAED,False,False,False
20995,20995,Registered,CMGT,19400,KC,A,A,ARCH,COMA,Spring 2024,SO,CMGT 19400,CAED,False,False,False
20996,20996,Registered,CMGT,19400,KC,A,A,ARCH,COMA,Spring 2024,FR,CMGT 19400,CAED,False,False,False
20997,20997,Registered,CMGT,19400,KC,A,A,ARCH,COMA,Spring 2024,SR,CMGT 19400,CAED,False,False,False
20998,20998,Registered,CMGT,19400,KC,A,A,ARCH,COMA,Spring 2024,FR,CMGT 19400,CAED,False,False,False
20999,20999,Registered,CMGT,19400,KC,C,D,ARCH,COMA,Spring 2024,JR,CMGT 19400,CAED,False,False,False
21000,21000,Registered,CMGT,19400,KC,C+,C,ARCH,COMA,Spring 2024,SO,CMGT 19400,CAED,False,False,False
21001,21001,Registered,CMGT,19400,KC,B,B,ARCH,COMA,Spring 2024,JR,CMGT 19400,CAED,False,False,False
21002,21002,Registered,CMGT,19400,KC,A,A,ARCH,COMA,Spring 2024,JR,CMGT 19400,CAED,False,False,False
21003,21003,Registered,CMGT,19400,KC,B,B,ARCH,COMA,Spring 2024,SO,CMGT 19400,CAED,False,False,False
21004,21004,Stopped Attending - Failed,CMGT,19400,KC,W,F,ARCH,COMA,Spring 2024,SO,CMGT 19400,CAED,False,False,False
21005,21005,Registered,CMGT,19400,KC,B,B+,ARCH,COMA,Spring 2024,SR,CMGT 19400,CAED,False,False,False
21006,21006,Registered,CMGT,19400,KC,SF,A,ARCH,COMA,Spring 2024,SO,CMGT 19400,CAED,False,False,False
21007,21007,Registered,CMGT,19400,KC,SF,F,ARCH,COMA,Spring 2024,JR,CMGT 19400,CAED,False,False,False
21008,21008,Registered,CMGT,19400,KC,A,A,ARCH,COMA,Spring 2024,SO,CMGT 19400,CAED,False,False,False
21009,21009,Registered,CMGT,19400,KC,D,A-,ARCH,COMA,Spring 2024,JR,CMGT 19400,CAED,False,False,False
21010,21010,Registered,CMGT,19400,KC,A,A,ARCH,COMA,Spring 2024,SO,CMGT 19400,CAED,False,False,False
21011,21011,Registered,CMGT,19400,KC,A,A,ARCH,COMA,Spring 2024,SO,CMGT 19400,CAED,False,False,False
21012,21012,Registered,CMGT,19400,KC,A,C,ARCH,COMA,Spring 2024,SR,CMGT 19400,CAED,False,False,False
21013,21013,Admin Dropped,CMGT,19400,KC,DR,DR,ARCH,COMA,Spring 2024,SO,CMGT 19400,CAED,False,True,True
21014,21014,Registered,CMGT,19400,KC,A-,A-,ARCH,COMA,Spring 2024,SO,CMGT 19400,CAED,False,False,False
21015,21015,Registered,CMGT,19400,KC,A,B+,ARCH,COMA,Spring 2024,SO,CMGT 19400,CAED,False,False,False
21016,21016,Registered,CMGT,19400,KC,A,B+,ARCH,COMA,Spring 2024,JR,CMGT 19400,CAED,False,False,False
21017,21017,Registered,CMGT,19400,KC,B+,A,ARCH,COMA,Spring 2024,SO,CMGT 19400,CAED,False,False,False
21018,21018,Registered,CMGT,19400,KC,A-,B+,ARCH,COMA,Spring 2024,SR,CMGT 19400,CAED,False,False,False
21019,21019,Registered,CMGT,19400,KC,B,B,ARCH,COMA,Spring 2024,SR,CMGT 19400,CAED,False,False,False
21020,21020,Registered,CMGT,19400,KC,F,B+,ARCH,COMA,Spring 2024,JR,CMGT 19400,CAED,False,False,False
21021,21021,Registered,CMGT,19400,KC,A,A,ARCH,COMA,Spring 2024,SR,CMGT 19400,CAED,False,False,False
21022,21022,Registered,CMGT,19400,KC,A,A,ARCH,COMA,Spring 2024,JR,CMGT 19400,CAED,False,False,False
21023,21023,Registered,CMGT,19400,KC,A,A,ARCH,COMA,Spring 2024,JR,CMGT 19400,CAED,False,False,False
21024,21024,Registered,CMGT,19400,KC,B,C+,ARCH,COMA,Spring 2024,SR,CMGT 19400,CAED,False,False,False
21025,21025,Admin Dropped,CMGT,19400,KC,DR,DR,ARCH,OTH,Spring 2025,SO,CMGT 19400,Other,False,True,True
21026,21026,Registered,CMGT,19400,KC,A,A-,ARCH,COMA,Spring 2025,SO,CMGT 19400,CAED,False,False,False
21027,21027,Registered,CMGT,19400,KC,B+,A-,ARCH,COMA,Spring 2025,SO,CMGT 19400,CAED,False,False,False
21028,21028,Registered,CMGT,19400,KC,A,,ARCH,COMA,Spring 2025,SO,CMGT 19400,CAED,False,False,False
21029,21029,Registered,CMGT,19400,KC,C+,A-,ARCH,COMA,Spring 2025,SO,CMGT 19400,CAED,False,False,False
21030,21030,Registered,CMGT,19400,KC,B+,,ARCH,COMA,Spring 2025,JR,CMGT 19400,CAED,False,False,False
21031,21031,Registered,CMGT,19400,KC,B,A,ARCH,COMA,Spring 2025,SO,CMGT 19400,CAED,False,False,False
21032,21032,Registered,CMGT,19400,KC,A-,A,ARCH,COMA,Spring 2025,SO,CMGT 19400,CAED,False,False,False
21033,21033,Registered,CMGT,19400,KC,C,C-,ARCH,COMA,Spring 2025,FR,CMGT 19400,CAED,False,False,False
21034,21034,Registered,CMGT,19400,KC,C-,A-,ARCH,COMA,Spring 2025,SR,CMGT 19400,CAED,False,False,False
21035,21035,Registered,CMGT,19400,KC,A,,ARCH,COMA,Spring 2025,JR,CMGT 19400,CAED,False,False,False
21036,21036,Registered,CMGT,19400,KC,A-,A,ARCH,COMA,Spring 2025,SO,CMGT 19400,CAED,False,False,False
21037,21037,Registered,CMGT,19400,KC,A,,ARCH,OTH,Spring 2025,SO,CMGT 19400,Other,False,False,False
21038,21038,Registered,CMGT,19400,KC,B-,C,ARCH,COMA,Spring 2025,SO,CMGT 19400,CAED,False,False,False
21039,21039,Registered,CMGT,19400,KC,F,D,ARCH,COMA,Spring 2025,JR,CMGT 19400,CAED,False,False,False
21040,21040,Registered,CMGT,19400,KC,B,,ARCH,COMA,Spring 2025,FR,CMGT 19400,CAED,False,False,False
21041,21041,Registered,CMGT,19400,KC,A,A,ARCH,OTH,Spring 2025,SR,CMGT 19400,Other,False,False,False
21042,21042,Registered,CMGT,19400,KC,D,D,ARCH,COMA,Spring 2025,SO,CMGT 19400,CAED,False,False,False
21043,21043,Registered,CMGT,19400,KC,A,,ARCH,COMA,Spring 2025,SO,CMGT 19400,CAED,False,False,False
21044,21044,Registered,CMGT,19400,KC,B,B-,ARCH,COMA,Spring 2025,JR,CMGT 19400,CAED,False,False,False
21045,21045,Registered,CMGT,19400,KC,C-,C,ARCH,ARCH,Spring 2025,SR,CMGT 19400,CAED,False,False,False
21046,21046,Registered,CMGT,19400,KC,A,A,ARCH,COMA,Spring 2025,SO,CMGT 19400,CAED,False,False,False
21047,21047,Registered,CMGT,19400,KC,B,F,ARCH,COMA,Spring 2025,SO,CMGT 19400,CAED,False,False,False
21048,21048,Stopped Attending - Failed,CMGT,19400,KC,W,D,ARCH,COMA,Spring 2025,SO,CMGT 19400,CAED,False,False,False
21049,21049,Registered,CMGT,19400,KC,C-,C,ARCH,COMA,Spring 2025,JR,CMGT 19400,CAED,False,False,False
21050,21050,Registered,CMGT,19400,KC,A,A,ARCH,COMA,Spring 2025,SR,CMGT 19400,CAED,False,False,False
21051,21051,Registered,CMGT,19400,KC,C+,A,ARCH,COMA,Spring 2025,FR,CMGT 19400,CAED,False,False,False
21052,21052,Registered,CMGT,19400,KC,F,C+,ARCH,COMA,Spring 2025,SO,CMGT 19400,CAED,False,False,False
21053,21053,Std Withdrawn,CMGT,19400,KC,A-,A,ARCH,ARCS,Spring 2025,SR,CMGT 19400,CAED,False,False,False
21054,21054,Registered,CMGT,19400,KC,SF,C+,ARCH,COMA,Spring 2025,SO,CMGT 19400,CAED,False,False,False
21055,21055,Registered,CMGT,19400,KC,B+,B,ARCH,COMA,Spring 2025,SO,CMGT 19400,CAED,False,False,False
21056,21056,Registered,CMGT,19400,KC,A,A,ARCH,COMA,Spring 2025,JR,CMGT 19400,CAED,False,False,False
21057,21057,Registered,CMGT,19400,KC,F,F,ARCH,COMA,Spring 2025,JR,CMGT 19400,CAED,False,False,False
21058,21058,Registered,CMGT,19400,KC,A,A,ARCH,COMA,Spring 2025,SO,CMGT 19400,CAED,False,False,False
